# %ECSV 1.0
# ---
# datatype:
# - {name: wavelength, datatype: float32}
# - {name: bin_width, datatype: float32}
# - {name: rp^2_value, datatype: float64}
# - {name: rp^2_errorneg, datatype: float64}
# - {name: rp^2_errorpos, datatype: float64}
# schema: astropy-2.0
wavelength bin_width rp^2_value rp^2_errorneg rp^2_errorpos
3.013114 0.0033066273 0.022140860928767978 0.00032362877372526036 0.0003057825291672249
3.0262864 0.0032930374 0.022033791890811016 0.00026877197182582566 0.00023064252180918232
3.0394037 0.0032794476 0.022025564515491678 0.0006655280021307733 0.0002597456475931306
3.052467 0.0032658577 0.02156554669950584 0.000519486554768224 0.00043677230677740056
3.0654783 0.0032527447 0.021112717330438777 0.0005002469308910441 0.00045452517887897836
3.0784352 0.0032391548 0.021307632709518017 0.0005206362699868884 0.0004468584702381241
3.091341 0.0032265186 0.02202621784171898 0.00027157444263428004 0.00020122622678168944
3.1041949 0.0032134056 0.02126208011525031 0.00046112423015610277 0.00038519565942484943
3.1169975 0.0032007694 0.024259603644524695 0.0005197199217519266 0.0004757273931103728
3.1297503 0.0031881332 0.021107900763913733 0.0006183063814829068 0.0005418101297101838
3.1424518 0.0031752586 0.02114853638684772 0.0005346515119586705 0.0004324586539762726
3.155105 0.0031633377 0.021809961138163518 0.00034274660267767654 0.0002975755276788186
3.1677082 0.0031507015 0.020963965606798408 0.0002801933089827055 0.00025493268480877504
3.180264 0.003139019 0.02612489134274343 0.0005909192512162757 0.0005079832370007316
3.1927702 0.0031266212 0.02214578485866901 0.0002207486395775088 0.00021599530037959974
3.2052298 0.0031149387 0.021809144499846236 0.00041276349380784186 0.0003857590519795763
3.217641 0.0031027794 0.02071758059050588 0.0005294840214765048 0.00046554812136111526
3.2300067 0.0030913353 0.021410111802242594 0.00030468679518876746 0.0002679131380015874
3.2423255 0.0030796528 0.021386520514904264 0.0001865394665381999 0.00019239245307174635
3.2545993 0.003068447 0.021473167720478456 0.0002679068030990578 0.0002551133873605581
3.2668273 0.003057003 0.02145438856980259 0.00026380382532037797 0.00022405827755829846
3.2790105 0.0030457973 0.021728803072035056 0.00023812076601178317 0.00011906892907670441
3.2911499 0.00303483 0.021823982789836535 0.0003267160462760814 0.00021794566392093623
3.3032444 0.0030236244 0.021155865938277355 0.00029379688681121716 0.0003158172833407462
3.3152964 0.0030128956 0.021918734241926117 0.0002520067798818179 0.00024143280719468238
3.3273041 0.0030019283 0.02106596573624066 0.0004060746411577963 0.0003727789066325059
3.33927 0.002991438 0.02113202518853995 0.00027519782896277475 0.0002658212097990109
3.3511934 0.002980709 0.021284870259180494 0.0003618107592031697 0.0003285686593511375
3.3630745 0.0029702187 0.021806495379623977 0.00041174636371928836 0.0002500830410089479
3.374915 0.0029599667 0.021485969871068537 0.0005800491238986093 0.0005011023314764364
3.3867135 0.0029497147 0.02126418511923093 0.0003578191978486009 0.0003105150595918496
3.3984714 0.0029394627 0.021641489455980063 0.0003051314688109624 0.00030069272692349186
3.4101894 0.002929449 0.02116058218232001 0.0005662009748962672 0.0005277778780887997
3.4218671 0.0029194355 0.021980125249059807 0.00032261230646734446 0.0002746876446458775
3.4335115 0.0029110909 0.02099783526650269 0.0003683695449996638 0.0003124993796331174
3.4451168 0.0029013157 0.021294601770976144 0.00045218067274890514 0.0003349416016958928
3.4566824 0.002891302 0.02122436519039165 0.00047588804900178597 0.0004038919881418808
3.4682095 0.0028817654 0.023669168277033914 0.0009561611515563548 0.0009135374296839714
3.479699 0.0028722286 0.023861595114670738 3.414920008518868e-05 2.4085821791995643e-05
3.49115 0.0028626919 0.02475144175736451 0.0005396178349114517 0.0004967129528644781
3.5025628 0.0028531551 0.02306197213752765 0.0006280159113848313 0.0006297715099752542
3.5139391 0.0028440952 0.024525347299068936 0.0004935448697551727 0.0004423872030266292
3.5252788 0.0028350353 0.021310385486969043 0.0004164568381462702 0.00033675752458192307
3.5365808 0.0028254986 0.024627968300663806 0.0009104289172051153 0.0007449980660313507
3.5478468 0.0028164387 0.022797451191611386 0.0003732841178116404 0.0003029085685159784
3.559077 0.0028076172 0.02040489130146217 0.000782438602078335 0.0006035874389278585
3.5702722 0.0027987957 0.02155890462062032 0.0004666678228646519 0.0004057783585059427
3.5814304 0.0027894974 0.021620656434307682 0.0003153116099694833 0.00033116181677979653
3.592554 0.0027809143 0.02082499431522494 0.00032974619471743197 0.00032329671150141404
3.6036432 0.0027723312 0.023427536163813933 0.0006897887610174472 0.0004941207859880947
