# %ECSV 1.0
# ---
# datatype:
# - {name: wavelength, datatype: float32}
# - {name: bin_width, datatype: float32}
# - {name: rp^2_value, datatype: float64}
# - {name: rp^2_errorneg, datatype: float64}
# - {name: rp^2_errorpos, datatype: float64}
# schema: astropy-2.0
wavelength bin_width rp^2_value rp^2_errorneg rp^2_errorpos
1.5075321 0.0050086975 0.017717450267543296 0.003402275675448386 0.0035282614171372392
1.5275851 0.0050132275 0.024078817259824633 0.003661179860183217 0.0035407291698302257
1.5476453 0.0050150156 0.011908137899968299 0.003794682373226159 0.0035893042052858315
1.567702 0.005014181 0.030547173077804725 0.0034754928473338317 0.0037250216101745934
1.5877455 0.0050108433 0.017100579069262697 0.0026666967446452843 0.002750531918571459
1.6077665 0.0050052404 0.023439516410904578 0.0027284926795620758 0.0026517363472422055
1.6277565 0.004997492 0.02443055955001497 0.0028744020260879806 0.0028349332332421803
1.6477075 0.0049877167 0.021170996384360364 0.0036796568375714045 0.003881887086913012
1.6676124 0.0049762726 0.022477992020499906 0.0028016365768165595 0.0028650191700385977
1.6874646 0.0049630404 0.025506027556127835 0.0031096184391353997 0.003127916673996676
1.7072577 0.0049482584 0.016727891178346475 0.003002997951851492 0.003140075748372849
1.7269865 0.004932165 0.02399369876141097 0.004020901205212254 0.003953882748444208
1.7466459 0.00491488 0.018435701270905446 0.00275058840544078 0.0029417755066124124
1.7662314 0.0048964024 0.02556850449787596 0.0023656637980194184 0.002284746313300799
1.7857388 0.004876852 0.026317175183602975 0.0026392719120250166 0.0024677722397870305
1.8051647 0.0048564672 0.02094244379765339 0.0029677599402146287 0.0029402143853404436
1.8245053 0.004835129 0.020881683342021947 0.0020653682353643753 0.0020621745922349867
1.843758 0.0048131943 0.02311208477568835 0.002766342252314799 0.0029016709587251187
1.8629205 0.0047906637 0.02050021825591116 0.0022829575071546086 0.002388058501823536
1.8819907 0.004767537 0.019809449513430798 0.0021532229302925233 0.0024074389930378755
1.9009669 0.004744053 0.020869083438166795 0.0027213718253592395 0.002666782957727456
1.9198474 0.004720092 0.026633566672364908 0.002361059437825077 0.002623968441224405
1.9386294 0.0046955347 0.020414944678073182 0.0021395053446857278 0.0021067137584907074
1.9573135 0.004671097 0.021719721379350326 0.0025777637224704206 0.002401623311554184
1.9758989 0.0046463013 0.022409143825401247 0.0022628472891206668 0.0024190986138428287
1.994384 0.0046212673 0.07064709334808027 0.004491850250038093 0.0045323442756121796
2.0127678 0.004595995 0.026090035919634946 0.0024014439920616026 0.0025145470178663254
2.0310516 0.004570961 0.0374235127002409 0.0036981873283708708 0.0037915944721398295
2.0492342 0.0045456886 0.020364557005401844 0.0027056120388239124 0.002668732292958085
2.0673149 0.004520178 0.02106362699123763 0.002233817903786163 0.002299639774543564
2.0852954 0.004495144 0.024827123676011413 0.0022047376325860443 0.0020538332170350025
2.1031737 0.004469633 0.02258716227035604 0.0021430053846100174 0.002322727740907877
2.1209521 0.004444599 0.022321656032421935 0.0023958539642980475 0.002391097354498155
2.1386294 0.004419327 0.02168262774849138 0.001923547011155411 0.002004296553246531
2.156207 0.0043945312 0.02313841540253601 0.002266284456578352 0.0022502687622941164
2.173685 0.0043694973 0.02386348110131562 0.001978063923057674 0.0017825832197566893
2.1910641 0.0043447018 0.016976385842190987 0.001692569592016845 0.001787325789667539
2.2083442 0.0043199062 0.021752076746128213 0.0021580759742117275 0.002341092209279312
2.2255275 0.004295826 0.024759115887181046 0.0024130651627554435 0.002493849066202161
2.2426126 0.004271269 0.025908945523096475 0.0027574948464510855 0.0028605101209313658
2.2596025 0.004247427 0.021768196384599016 0.002590716491056775 0.0030608404040193653
2.2764957 0.0042233467 0.02462631180583122 0.002336381140191489 0.0022173931053325185
2.2932944 0.0041997433 0.023557879548012636 0.0023501003167056903 0.0025081889973744
2.3100004 0.0041766167 0.0223100060111131 0.001963310859010324 0.002111321047065632
2.3266115 0.004152775 0.0209962538219911 0.0019381964122406684 0.002065040690096047
2.343131 0.0041298866 0.020799706438698613 0.0021301489339556924 0.0020159945971361566
2.35956 0.004107237 0.02513037262449463 0.0019215284201989369 0.0019342713968686885
2.3758976 0.0040843487 0.020356939272358168 0.001495425858346132 0.0015590626818273272
2.3921456 0.0040619373 0.02110958463508946 0.002168085848472976 0.0021710615848187925
2.4083054 0.004040003 0.01708263782869579 0.0018303137810853163 0.0018461043378291547
2.424378 0.0040180683 0.021800715362697773 0.00193082771989855 0.0020062444239504103
2.4403632 0.003996372 0.024486682687134224 0.0019381790755060822 0.0019308443122316617
2.456262 0.003974676 0.020887918873456573 0.0018750013598721436 0.0021381349331229225
2.4720762 0.003953457 0.022103948063432053 0.002212094844884674 0.0022951703140852986
2.4878066 0.0039327145 0.022416731973243786 0.0017645481719991418 0.0018501438880564186
2.503454 0.0039117336 0.02224677698327219 0.0020514150036203133 0.002326962003655151
2.5190194 0.0038912296 0.0231413139898442 0.0020820494449391262 0.0021341567690892696
2.5345037 0.0038712025 0.023157742989254368 0.0019527165967994607 0.0018587405408095718
2.5499074 0.003850937 0.02123484998149066 0.0017606279229045348 0.0017838988877840363
2.5652313 0.0038309097 0.022750598763395746 0.0018926056265710228 0.0019079758686240157
2.5804768 0.0038113594 0.024784539074264502 0.0017346303568478681 0.0017367450814092175
2.5956447 0.0037920475 0.022544527987257586 0.00211491379205005 0.0021248516125206493
2.6107357 0.0037727356 0.025688715159537287 0.0016260577033250304 0.0016306106342222904
2.625751 0.0037539005 0.024678864651816634 0.0018456318945569775 0.001861784533255955
2.6406913 0.0037350655 0.021641527132627212 0.002073080593585335 0.0019510774389532026
2.6555574 0.0037164688 0.022951264498063673 0.0020675033611616753 0.0019649119299899875
2.6703503 0.0036981106 0.025141625971648183 0.0023712998825956948 0.0026475954623216558
2.6850708 0.0036799908 0.02302788730083394 0.0021798648209678632 0.0022445293310002223
2.6997192 0.0036621094 0.026198610017679726 0.002245419628888499 0.0023338015094216957
2.7142968 0.0036444664 0.0280336957500072 0.0024842293429880695 0.002475655111865635
2.7288043 0.0036268234 0.023180635593813732 0.0025180848966062687 0.002520306187171365
2.7432425 0.0036094189 0.025569618437477397 0.0023170470274304217 0.0022851919546458127
2.7576127 0.0035924911 0.021430375362244992 0.002692068721455179 0.0026953404900215104
2.7719152 0.0035755634 0.024253270307326352 0.002564596149901368 0.0026074987372931256
2.786151 0.0035588741 0.021485735401097217 0.002275400183950966 0.0024217761788029625
2.8003209 0.0035424232 0.027240413443778894 0.0022740625349474235 0.0023628592990057387
2.814425 0.0035259724 0.025758753829548474 0.0025365581256174274 0.002500928041975971
2.8284638 0.00350976 0.021345104761198185 0.001970088020019266 0.0021258695450760146
2.8424392 0.0034937859 0.025220173858430096 0.0023512897912071964 0.002299869511341583
2.8563519 0.0034780502 0.020999111246656377 0.0029761819457852987 0.003177340348259096
2.8702023 0.003462553 0.02154431189085029 0.0026673469592397372 0.002419546599976917
2.8839898 0.0034468174 0.02433850838472334 0.0025662410577542913 0.0027050555126930907
2.8977165 0.003431797 0.01916371284713444 0.0023713802815856777 0.0024470501553772554
2.9113832 0.0034165382 0.020498490114325 0.003722882440275233 0.003653233522400212
2.924991 0.0034019947 0.021991986424232213 0.002854472889615288 0.003006619079071373
2.9385376 0.003386736 0.023111692422194574 0.0027215207133594425 0.0025094070789592818
2.9520268 0.0033721924 0.026046973113194243 0.002850937523011264 0.0025324699562722826
2.9654589 0.0033578873 0.02439609819035004 0.002681514389496372 0.0028938347649017197
2.9788325 0.0033433437 0.025034087806469874 0.0029034741263940754 0.0028433732749014277
2.9921498 0.003329277 0.0215241255544783 0.0025928703343912306 0.0027184500367299184
3.0054123 0.0033156872 0.022311200131080903 0.002279159159503809 0.002565527212889423
3.018618 0.003301382 0.024910561000843 0.00226793658728143 0.0025702102398123296
3.0317695 0.0032877922 0.021821051898768432 0.002507511610113658 0.002686556768523935
3.0448675 0.0032744408 0.02070871633697965 0.0023820258138742313 0.0023882180551314976
3.0579104 0.0032606125 0.020498025261338884 0.002333750854199748 0.0023588772274931863
3.0709014 0.003247738 0.034631733456866626 0.003915721223470912 0.004458738361762762
3.0838394 0.0032343864 0.02059111350312703 0.0026347234041516586 0.0029275804415292567
3.0967255 0.0032215118 0.02138398787718594 0.002476198337406036 0.0025602050313388754
3.1095607 0.0032088757 0.021866711673745994 0.0029520890189568792 0.003174786380855117
3.122344 0.0031957626 0.025400672011754645 0.0027227065232917763 0.002969157497075506
3.1350784 0.0031836033 0.02145586259708084 0.002372841462602991 0.002374216480490087
3.147761 0.0031707287 0.022876979158727197 0.0030528305817097597 0.0030817290901565923
3.1603963 0.0031588078 0.026488701694373225 0.002731370662352569 0.00286564654747681
3.1729813 0.0031461716 0.0214204306232867 0.0021769189429251164 0.0021124202390996397
3.185519 0.003134489 0.02098445906563115 0.00233214590116464 0.002436479418648472
3.1980076 0.0031220913 0.01789192495394688 0.0023770090154876765 0.0026013260470235666
3.2104502 0.0031106472 0.021463926401120235 0.0026065805873455757 0.002504206597192773
3.2228446 0.0030984879 0.02074257480401516 0.0025225954754742354 0.0024122020330197176
3.235194 0.0030872822 0.030432460803655553 0.0024888614285570113 0.0025155201658777215
3.247496 0.0030753613 0.024593559529416397 0.002448492657709262 0.002692754211921538
3.2597537 0.003064394 0.020426906647518516 0.0023924570195317588 0.002513952662100895
3.271965 0.0030527115 0.024700469831237522 0.0025922742618243177 0.0025627020987393882
3.2841327 0.0030419827 0.020957801328147795 0.0022702522298117638 0.0023502744564847175
3.2962558 0.003030777 0.025852694560005975 0.0024069827920354427 0.0023815708734468873
3.3083348 0.0030198097 0.021551960497268235 0.002352333189135067 0.0025456761897769513
3.3203714 0.003009081 0.02357536120974239 0.0025221019268717206 0.002591877566023155
3.3323638 0.0029981136 0.02247395619515583 0.0024936966291198986 0.0024688629171038708
3.3443146 0.0029876232 0.020612472399717013 0.002161088040996323 0.0023118431514076686
3.3562226 0.0029768944 0.019116034232696328 0.002423852682013068 0.0024418056143255956
3.368089 0.0029666424 0.02142929735086406 0.0023358025568123615 0.0026305318810685534
3.379915 0.0029566288 0.02108265482869497 0.002280464453184316 0.00225866283976724
3.3916984 0.0029459 0.023170882384006105 0.0019846496404512907 0.002141837267111861
3.403442 0.0029358864 0.021495263896161007 0.001884545764551989 0.0018065634154829542
3.4151459 0.0029258728 0.024221568380438804 0.002322001920369656 0.0023663808113423487
3.4268084 0.0029156208 0.024106525494514176 0.002444149031215804 0.0022276076509321688
3.4384325 0.002906084 0.020175046396878053 0.002416088159541207 0.002346569785514549
3.450018 0.002896309 0.029126362721920006 0.0027495245634565103 0.0029160580021691668
3.461563 0.0028862953 0.023230716646698766 0.0024386265346829222 0.002498927623904336
3.4730704 0.0028767586 0.02173497789084041 0.002818347347293148 0.002588784358196164
3.4845402 0.0028674603 0.018726939138095988 0.0020947817003573663 0.0020963751316040134
3.4959717 0.0028579235 0.022913751792967643 0.0023563455567563243 0.0025802473172026504
3.5073655 0.0028483868 0.02359539139348316 0.0021562969891845904 0.002157794191934237
3.5187225 0.0028393269 0.02344539030264176 0.002269933231310077 0.002272722328294969
3.5300434 0.002830267 0.023788400299558025 0.0024399423694405065 0.002411287805948188
3.5413265 0.0028207302 0.025867264650270304 0.0018335475935412245 0.0019148002808172665
3.552574 0.0028119087 0.025581308324395754 0.002191350366817956 0.0023404911503876365
3.5637858 0.0028030872 0.027076139253391744 0.0026694532817741583 0.0023257705381899106
3.5749626 0.0027942657 0.028924784641631927 0.0026578628959306044 0.002475795107678213
3.586103 0.0027852058 0.023628777853234934 0.0016651257806599325 0.0016636954174783815
3.5972087 0.0027763844 0.024718028331897943 0.0024361822494109696 0.0024327988719773375
3.6082802 0.0027678013 0.022921768102166798 0.0019639630050338787 0.0020387524678558873
3.6193175 0.0027594566 0.024747127595021512 0.0019496296041392296 0.001980721500203571
